Código EOL UE,Nome UE,Código EOL DRE,Nome da DRE UE,Sigla DRE,Nome da associação,CNPJ da associação,RF Presidente Diretoria,Nome Presidente Diretoria,RF Presidente Conselho Fiscal,Nome Presidente Conselho Fisca
400168,"CEI DIRET LIBERO ANCONA LOPES, VER.",109300,SAO MIGUEL,MP,CEI VER. LIBERO ANCONA LOPES,8924498000190,,,,
400169,CEI DIRET LUIZ GONZAGA DO NASCIMENTO JR.,109200,SAO MATEUS,SM,CEI LUIZ GONZAGA DO NASCIMENTO JR. ,7906545000100,,,,
400170,"CEI DIRET MANOEL DA NOBREGA,PDE.",108900,PENHA,PE,CEI PADRE MANOEL DA NÓBREGA,7892612000185,,,,
400171,CEI DIRET MARCIA RICCO FERRAZ,108400,FREGUESIA/BRASILANDIA,FO,CEI MARCIA RICCO FERRAZ,8683984000164,,,,
400172,"CEI DIRET MARCOS MELEGA, VER.",109200,SAO MATEUS,SM,CEI VEREADOR MARCOS MELEGA ,7127157000121,,,,
400173,CEI DIRET MARIA AUXILIADORA DA SILVA,108800,JACANA/TREMEMBE,JT,CEI MARIA AUXILIADORA DA SILVA,8184492000124,,,,
400174,CEI DIRET MARIA CURSI,109200,SAO MATEUS,SM,CEI MARIA CURSI ,7717026000102,,,,
400175,CEI DIRET MARIA HENRIQUETA CATITE,108800,JACANA/TREMEMBE,JT,CEI MARIA HENRIQUETA CATITE,7905329000140,,,,
400176,CEI DIRET MARIA JOSE DE SOUZA,108400,FREGUESIA/BRASILANDIA,FO,CEI MARIA JOSE DE SOUZA,7990861000103,,,,
400177,"CEI DIRET MARIA JOSE VASCONCELOS MANKEL, PROFA.",109000,PIRITUBA,PJ,CEI PROF. Mª JOSÉ DE V. MANKEL,7958061000105,,,,
400178,CEI DIRET MARILIA DE DIRCEU,108500,GUAIANASES,G,CEI MARILIA DE DIRCEU,7933684000123,,,,
400179,CEI DIRET MARIO CALDANA,108900,PENHA,PE,CEI CAP PM MÁRIO CALDANA,7931582000179,,,,
400180,CEI DIRET MARIO DA COSTA BARBOSA,108800,JACANA/TREMEMBE,JT,CEI PROFESSOR MARIO DA COSTA BARBOSA,8511696000122,,,,
400181,CEI DIRET MENINO JESUS,109000,PIRITUBA,PJ,CEI MENINO JESUS DE PIRITUBA,12483563000167,,,,
400182,CEI DIRET MITIKO MATSUSHITA NEVOEIRO,108300,CAPELA DO SOCORRO,CS,CEI MITIKO MATSUSHITA NEVOEIRO,7265863000130,,,,
400183,CEI DIRET MONUMENTO,108600,IPIRANGA,IP,CEI MONUMENTO,9721716000152,,,,
400184,"CEI DIRET NATHALIA PEDROSO ROSEMBURG, DRA.",108200,CAMPO LIMPO,CL,"CEI - NATHALIA PEDROSO ROSEMBURG, DRA.",8578495000142,,,,
400185,CEI DIRET NAZARE,109300,SAO MIGUEL,MP,CEI NAZARE,7961594000146,,,,
400186,"CEI DIRET NAZIR MIGUEL, VER.",108900,PENHA,PE,CEI VEREADOR NAZIR MIGUEL,8626443000102,,,,
400187,CEI DIRET NEIDE KETELHUT,108500,GUAIANASES,G,CEI NEIDE KETELHUT,7953332000130,,,,
400188,CEI DIRET CEI NINHO ALEGRE,109300,SAO MIGUEL,MP,CEI NINHO ALEGRE,8466632000157,,,,
400189,CEI DIRET ODILIA ALVES ALMEIDA SANTOS,109300,SAO MIGUEL,MP,CEI ODILIA ALVES ALMEIDA SANTOS,8314930000121,,,,
400190,CEI DIRET OLGA BENARIO PRESTES,108200,CAMPO LIMPO,CL,CEI - OLGA BENARIO PRESTES,9224808000127,,,,
400191,CEI DIRET ONADYR MARCONDES,109100,SANTO AMARO,SA,CEI ONADYR MARCONDES,7447033000123,,,,
400192,CEI DIRET PARADA XV DE NOVEMBRO,108700,ITAQUERA,IQ,CEI PARADA XV DE NOVEMBRO,8267947000175,,,,
400193,"CEI DIRET VANDA MARIA RODRIGUES DOS SANTOS, PROFA",108300,CAPELA DO SOCORRO,CS,"CEI VANDA MARIA RODRIGUES DOS SANTOS, PROFA.",7067435000100,,,,
400194,CEI DIRET PARQUE BOTURUSSU,108900,PENHA,PE,CEI PARQUE BOTURUSSU,8288655000119,,,,
400195,CEI DIRET PARQUE CASA DE PEDRA,108800,JACANA/TREMEMBE,JT,CEI PARQUE CASA DE PEDRA,8255672000150,,,,
400196,CEI DIRET PARQUE COCAIA,108300,CAPELA DO SOCORRO,CS,CEI PARQUE COCAIA,7082912000107,,,,
400197,CEI DIRET PARQUE DAS PAINEIRAS,108900,PENHA,PE,CEI PARQUE DAS PAINEIRAS,8743328000100,,,,
400198,CEI DIRET PARQUE FERNANDA,108200,CAMPO LIMPO,CL,CEI - PARQUE FERNANDA,7486757000186,,,,
400199,CEI DIRET PARQUE FIGUEIRA GRANDE,108200,CAMPO LIMPO,CL,CEI - PARQUE FIGUEIRA GRANDE,8242421000130,,,,
400200,CEI DIRET PARQUE FONGARO,108600,IPIRANGA,IP,CEI PARQUE FONGARO,8283642000157,,,,
400201,CEI DIRET PARQUE GRAJAU,108300,CAPELA DO SOCORRO,CS,CEI PARQUE GRAJAU II,7001447000124,,,,
400202,CEI DIRET PARQUE GUARANI,108700,ITAQUERA,IQ,CEI PARQUE GUARANI,8636056000149,,,,
400203,CEI DIRET PARQUE NOVA SANTO AMARO,108200,CAMPO LIMPO,CL,CEI - PARQUE NOVA SANTO AMARO,9053683000110,,,,
400204,CEI DIRET PARQUE NOVO MUNDO,108800,JACANA/TREMEMBE,JT,CEI PARQUE NOVO MUNDO,8404734000148,,,,
400205,CEI DIRET PARQUE REGINA,108200,CAMPO LIMPO,CL,CEI - PARQUE REGINA,9141616000157,,,,
400206,"CEI DIRET MARIA DO CARMO PAZOS FERNANDEZ - MADU, PROFA.",109100,SANTO AMARO,SA,"CEI MARIA DO CARMO PAZOS FERNANDES - MADU, PROFª",8058241000101,,,,
400207,CEI DIRET DORALICE PEREIRA DE SOUZA LEONARDO,109300,SAO MIGUEL,MP,CEI PARQUE SANTA AMELIA,8404518000100,,,,
400208,CEI DIRET PARQUE SANTA MADALENA,109200,SAO MATEUS,SM,CEI PARQUE SANTA MADALENA ,7419291000104,,,,
400209,CEI DIRET PARQUE SANTA MARGARIDA,108200,CAMPO LIMPO,CL,CEI - PARQUE SANTA MARGARIDA,7730295000109,,,,
400210,CEI DIRET PARQUE SANTA RITA,109300,SAO MIGUEL,MP,CEI PARQUE SANTA RITA,8314941000101,,,,
400211,CEI DIRET PARQUE SANTO ANTONIO,108200,CAMPO LIMPO,CL,CEI - PARQUE SANTO ANTONIO,7837900000137,,,,
400212,CEI DIRET PARQUE SAO RAFAEL II,109200,SAO MATEUS,SM,CEI PARQUE SAO RAFAEL II ,7924932000170,,,,
400213,CEI DIRET PARQUE SAVOY CITY,108700,ITAQUERA,IQ,CEI PARQUE SAVOY CITY,7890857000173,,,,
400214,CEI DIRET PAULO CESAR FONTELLES DE LIMA,109300,SAO MIGUEL,MP,CEI PAULO CESAR FONTELLES DE LIMA,8338192000152,,,,
400215,CEI DIRET PAULO E ADMAR,108200,CAMPO LIMPO,CL,CEI - PAULO E ADMAR,9082123000193,,,,
400216,"CEI DIRET PEDRO BRASIL BANDECCHI, VER.",108500,GUAIANASES,G,CEI VER. PEDRO BRASIL BANDECCHI,7941956000137,,,,
400217,CEI DIRET PENHA,108900,PENHA,PE,CEI PENHA,7845275000175,,,,
400218,CEI DIRET O PEQUENO SEAREIRO,109100,SANTO AMARO,SA,CEI PEQUENO SEAREIRO,6913422000134,,,,
400219,"CEI DIRET RAUL TABAJARA VIDIGAL LEITAO, VER.",109100,SANTO AMARO,SA,"CEI RAUL TABAJARA VIDIGAL LEITÃO, VER.",7462074000199,,,,
400220,"CEI DIRET RENATO ANTONIO CHECCHIA, VER",109000,PIRITUBA,PJ,CEI RENATO A. CHECCHIA,7825230000139,,,,
400221,CEI DIRET ROBERTO ARANTES LANHOSO,108100,BUTANTA,BT,CEI ROBERTO ARANTES LANHOSO,6906124000117,,,,
400222,"CEI DIRET ROBERTO GOMES PEDROSA, VER.",109200,SAO MATEUS,SM,CEI VEREADOR ROBERTO GOMES PEDROSA ,8791379000107,,,,
400223,"CEI DIRET RUBENS GRANJA, VER.",109100,SANTO AMARO,SA,"CEI RUBENS GRANJA, VER.",7253658000154,,,,
400224,CEI DIRET SALVADOR LO TURCO,108100,BUTANTA,BT,CEI SALVADOR LO TURCO,6343746000184,,,,
400225,CEI DIRET SAMIR RACHID SALIBA,108900,PENHA,PE,CEI SAMIR RACHID SALIBA,7805434000108,,,,
400226,CEI DIRET SANTA BARBARA,108900,PENHA,PE,CEI SANTA BARBARA,8449250000115,,,,
400227,CEI DIRET MARIA AUGUSTA DE PAULA PROFA,108500,GUAIANASES,G,CEI MARIA AUGUSTA DE PAULA,8258126000172,,,,
400228,CEI DIRET SAO JORGE ARPOADOR,108100,BUTANTA,BT,CEI JARDIM SÃO JORGE ARPOADOR,6333281000180,,,,
400229,CEI DIRET SAO LUIZ,108900,PENHA,PE,CEI SÃO LUIZ,8585111000119,,,,
400230,CEI DIRET SILVIA COVAS,108600,IPIRANGA,IP,CEI SILVIA COVAS,7918994000179,,,,
400231,CEI DIRET SOLEDAD BARRET VIEDMA,109000,PIRITUBA,PJ,CEI SOLEDAD BARRET VIEDMA,7863113000160,,,,
400232,CEI DIRET SUZANA CAMPOS TAUIL,108600,IPIRANGA,IP,CEI SUZANA CAMPOS TAUIL,8463618000108,,,,
400233,"CEI DIRET TANCREDO DE ALMEIDA NEVES, PRES.",108200,CAMPO LIMPO,CL,"CEI - TANCREDO DE A. NEVES, PRES.",10585351000165,,,,
400234,CEI DIRET TEOTONIO VILELA,109200,SAO MATEUS,SM,CEI TEOTONIO VILELA ,7065267000106,,,,
400235,CEI DIRET VELEIROS,108300,CAPELA DO SOCORRO,CS,CEI VELEIROS,7038577000131,,,,
400236,"CEI DIRET VICENTINA VELASCO, AS. SOCIAL",108600,IPIRANGA,IP,CEI AS. SOCIAL VICENTINA VELASCO,11005067000135,,,,
400237,"CEI DIRET CRISTINA, ME.",108800,JACANA/TREMEMBE,JT,CEI MADRE CRISTINA,8021195000168,,,,
400238,CEI DIRET VILA BASILEIA,108800,JACANA/TREMEMBE,JT,CEI VILA BASILEIA,8257147000173,,,,
400239,CEI DIRET VILA BRASILANDIA,108400,FREGUESIA/BRASILANDIA,FO,CEI VILA BRASILANDIA,7806575000145,,,,
400240,CEI DIRET VILA CALU,108200,CAMPO LIMPO,CL,CEI - VILA CALU,8184724000144,,,,
400241,CEI DIRET VILA CARMOSINA,108700,ITAQUERA,IQ,CEI VILA CARMOSINA,10724727000175,,,,
400242,CEI DIRET VILA CHUCA,108700,ITAQUERA,IQ,CEI VILA CHUCA,10936729000128,,,,
400243,CEI DIRET MARIA DA GLORIA FREIRE LEMOS,108900,PENHA,PE,CEI MARIA DA GLÓRIA FREIRE LEMOS,8618295000176,,,,
400244,CEI DIRET ANGELA MARIA FERNANDES,109100,SANTO AMARO,SA,CEI ANGELA MARIA FERNANDES,8266381000167,,,,
400245,CEI DIRET VILA CONSTANCA,108800,JACANA/TREMEMBE,JT,CEI VILA CONSTANÇA,8511862000190,,,,
400246,CEI DIRET VILA CONSTANCIA,108900,PENHA,PE,CEI VILA CONSTÂNCIA,8596086000179,,,,
400247,CEI DIRET PALMIRA DOS SANTOS ABRANTE,109100,SANTO AMARO,SA,CEI PALMIRA DOS SANTOS ABRANTE,6757046000136,,,,
400248,CEI DIRET VILA ERNESTINA,109100,SANTO AMARO,SA,CEI VILA ERNESTINA,7742431000172,,,,
400249,CEI DIRET VILA GUSTAVO,108800,JACANA/TREMEMBE,JT,CEI VILA GUSTAVO,7858204000107,,,,
400250,CEI DIRET VILA IMPERIO,109100,SANTO AMARO,SA,CEI VILA IMPERIO,7343519000111,,,,
400251,CEI DIRET VILA LIBANESA,108900,PENHA,PE,CEI VILA LIBANESA,7910980000109,,,,
400252,CEI DIRET DOMINGOS  RUFINO DE SOUZA,109100,SANTO AMARO,SA,CEI DOMINGOS RUFINO DE SOUZA,7448751000114,,,,
400253,CEI DIRET VILA MISSIONARIA,109100,SANTO AMARO,SA,CEI VILA MISSIONARIA,7751337000180,,,,
400254,CEI DIRET VILA PENTEADO,108400,FREGUESIA/BRASILANDIA,FO,CEI VILA PENTEADO,7888313000177,,,,
400255,CEI DIRET VILA PERUS,109000,PIRITUBA,PJ,CEI VILA PERUS,8234421000199,,,,
400256,CEI DIRET VILA PRADO,108400,FREGUESIA/BRASILANDIA,FO,CEI VILA PRADO,7829835000106,,,,
400257,CEI DIRET VILA PRAIA,108200,CAMPO LIMPO,CL,CEI - VILA PRAIA,8730931000157,,,,
400258,CEI DIRET VILA PROGRESSO,109300,SAO MIGUEL,MP,CEI VILA PROGRESSO,8627141000140,,,,
400259,CEI DIRET VILA RAMOS,108700,ITAQUERA,IQ,CEI VILA RAMOS,10778449000139,,,,
400260,CEI DIRET VILA SALETE,108900,PENHA,PE,CEI VILA SALETE,7845269000118,,,,
400261,CEI DIRET VILA SANTA INES,109300,SAO MIGUEL,MP,CEI VILA SANTA INÊS,9331301000172,,,,
400262,CEI DIRET SANTA TERESA,108600,IPIRANGA,IP,CEI SANTA TERESA,8243755000129,,,,
400263,CEI DIRET VILA SANTA TERESINHA,108700,ITAQUERA,IQ,CEI VL SANTA TEREZINHA,8297720000172,,,,
400264,CEI DIRET VILA SAO FRANCISCO,108900,PENHA,PE,CEI VILA SÃO FRANCISCO,7861730000126,,,,
400265,"CEI DIRET CELIA REGINA KUHL, PROFA",108800,JACANA/TREMEMBE,JT,CEI PROFA CELIA REGINA KUHL,7855622000140,,,,
400266,CEI DIRET WILSON JOSE ABDALLA,108600,IPIRANGA,IP,CEI WILSON JOSE ABDALLA,7203563000126,,,,
400267,CEI DIRET YOJIRO TAKAOKA,108300,CAPELA DO SOCORRO,CS,CEI YOJIRO TAKAOKA,7273523000150,,,,
400268,CEI DIRET YVONE LEMOS DE ALMEIDA FRAGA,108100,BUTANTA,BT,CEI PROFª YVONE LEMOS DE ALMEIDA FRAGA,6895244000166,,,,
400269,CEI DIRET YVONE MALUHY JOSEPF SABGA,108100,BUTANTA,BT,CEI YVONNE MALUHY JOSEPH SABGA,6537165000183,,,,
400270,CEI DIRET ZACARIA MAURO FACCIO GONCALVES,108500,GUAIANASES,G,CEI ZACARIA MAURO FACCIO GONÇALVES,8815333000180,,,,
400272,CEI DIRET ROSA SABAG ADDAS,109300,SAO MIGUEL,MP,CEI ROSA SABAG ADDAS,7080580000113,,,,
400274,CEI DIRET CIDADE DE GENEBRA,108100,BUTANTA,BT,CEI CIDADE DE GENEBRA,6869217000119,,,,
400275,CEI DIRET NICOLAI NICOLAEVICH KOCHERGIN,108300,CAPELA DO SOCORRO,CS,CEI NICOLAI NICOLAEVICH KOCHERGIN,7888665000122,,,,
400276,CEI DIRET GUILHERME HENRIQUE PINTO COELHO,108400,FREGUESIA/BRASILANDIA,FO,CEI GUILHERME HENRIQUE PINTO COELHO,8386176000135,,,,
400277,"CEI DIRET MARIELCIA FLORENCIO DE MORAIS, PROFA",108500,GUAIANASES,G,CEI PROFª MARIELCIA FLORENCIO DE MORAES,8737123000111,,,,
400278,"CEI DIRET MARIO PEREIRA COSTA, PROF",108500,GUAIANASES,G,CEI PROFESSOR MARIO PEREIRA COSTA,8684325000142,,,,
400279,"CEI DIRET MARIA CONCEICAO MONTEIRO AYRES, PROFA",108500,GUAIANASES,G,CEI MARIA CONCEIÇÃO MONTEIRO AYRES,7885061000122,,,,
400280,CEI DIRET ADHEMAR FERREIRA DA SILVA,108500,GUAIANASES,G,CEI ADHEMAR FERREIRA DA SILVA,7898847000184,,,,
400281,CEI DIRET GOITI,108700,ITAQUERA,IQ,CEI GOITI,7931290000136,,,,
400282,"CEU CEI WALTER DE ANDRADE, PROF",108900,PENHA,PE,CEU CEI PROFESSOR WALTER DE ANDRADE,7845264000195,,,,
400283,CEI DIRET BALNEARIO MAR PAULISTA,109100,SANTO AMARO,SA,CEI BALNEARIO MAR PAULISTA,7751367000196,,,,
400284,"CEI DIRET LUCIANO MENDES DE ALMEIDA, DOM",108500,GUAIANASES,G,CEI DOM LUCIANO MENDES DE ALMEIDA,7999648000162,,,,
400285,CEI DIRET JARDIM ROSA MARIA,108200,CAMPO LIMPO,CL,CEI - JARDIM ROSA MARIA,7885658000177,,,,
400286,CEI DIRET JAMIR DAGIR,109000,PIRITUBA,PJ,CEI JAMIR DAGIR,7570639000151,,,,
400287,"CEI DIRET CELSO DANIEL, PROF.",108700,ITAQUERA,IQ,CEI PROF CELSO DANIEL,7834269000112,,,,
400288,"CEI DIRET EDUARDO DE CAMPOS ROSMANINHO, DR",108600,IPIRANGA,IP,"CEI EDUARDO DE CAMPOS ROSMANINHO, DR.",7224806000102,,,,
400290,CEI DIRET CONJ. HABITACIONAL TEXIMA,109300,SAO MIGUEL,MP,CEI CONJUNTO HABITACIONAL TEXIMA,8325780000151,,,,
400291,"CEI DIRET MATIAS BONAR GONZALEZ, PE",108900,PENHA,PE,CEI PADRE MATIAS BOÑAR GONZÁLEZ,8593224000166,,,,
400292,"CEI DIRET ABGAIL DA ROCHA MORENO, PROFA",108900,PENHA,PE,CEI PROFA. ABGAIL DA ROCHA MORENO,9311219000186,,,,
400293,CEI DIRET RECANTO DOS HUMILDES,109000,PIRITUBA,PJ,CEI RECANTO DOS HUMILDES,7751581000142,,,,
400294,CEI DIRET JARDIM CLIMAX II,108600,IPIRANGA,IP,CEI JARDIM CLIMAX II,7486549000187,,,,
400295,CEI DIRET VILA MARILENA,108500,GUAIANASES,G,CEI VILA MARILENA,8181723000146,,,,
400296,"CEI DIRET TITO DE ALENCAR, FREI",108500,GUAIANASES,G,CEI FREI TITO DE ALENCAR,7898542000172,,,,
400297,CEI DIRET JOAO UBALDO RIBEIRO,109200,SAO MATEUS,SM,CEI JOÃO UBALDO RIBEIRO,7851905000114,,,,
400298,CEI DIRET JARDIM DAS VERTENTES,108100,BUTANTA,BT,CEI JARDIM DAS VERTENTES,7036596000129,,,,
400299,CEI DIRET DOMINGUINHOS,109200,SAO MATEUS,SM,CEI DOMINGUINHOS,8236159000111,,,,
400300,CEI DIRET CITY JARAGUA IV,109000,PIRITUBA,PJ,CEI CITY JARAGUÁ IV,10013917000184,,,,
400301,"CEI DIRET AIRTON PEREIRA DA SILVA, FREI",108200,CAMPO LIMPO,CL,"CEI - AIRTON PEREIRA DA SILVA, FREI",6537576000179,,,,
400302,CEI DIRET RIO PEQUENO II,108100,BUTANTA,BT,CEI RIO PEQUENO II,6341476000172,,,,
400303,CEI DIRET MADRE PAULINA,108500,GUAIANASES,G,CEI MADRE PAULINA,7970293000189,,,,
400304,"CEI DIRET ALICE APARECIDA DE SOUZA , PROFA",108500,GUAIANASES,G,CEI PROFA. ALICE APARECIDA DE SOUZA,7906487000115,,,,
400305,CEI DIRET PINHEIROS,108100,BUTANTA,BT,CEI PINHEIROS,7823739000142,,,,
400377,CEI DIRET PARQUE EDU CHAVES,108800,JACANA/TREMEMBE,JT,CEI PARQUE EDU CHAVES,8538002000140,,,,
400461,CEI DIRET JARDIM DAS ORQUIDEAS,109000,PIRITUBA,PJ,CEI JARDIM DAS ORQUIDEAS,7914561000145,,,,
400489,CEI DIRET VILA AIMORE,109300,SAO MIGUEL,MP,CEI VILA AIMORÉ,7745465000110,,,,
400496,CEI DIRET 13 DE MAIO,108600,IPIRANGA,IP,CEI 13 DE MAIO,22454411000190,,,,
400505,CEI DIRET ICAMI TIBA,108600,IPIRANGA,IP,CEI IÇAMI TIBA,24495784000134,,,,
400511,CEI DIRET PAULO COCHRANE SUPLICY,108200,CAMPO LIMPO,CL,CEI - PAULO COCHRANE SUPLICY,7729865000132,,,,
400512,CEU CEI ALVARENGA,109100,SANTO AMARO,SA,CEU CEI  ALVARENGA,7855142000180,,,,
400513,CEU CEI DIRCE MIGLIACCIO,108700,ITAQUERA,IQ,CEU CEI DIRCE MIGLIACCIO,8284072000110,,,,
400514,CEU CEI BUTANTA,108100,BUTANTA,BT,CEI CEU BUTANTÃ,7578353000112,,,,
400515,CEU CEI CIDADE DUTRA,108300,CAPELA DO SOCORRO,CS,CEU CEI CIDADE DUTRA,7044640000142,,,,
400516,CEU CEI JOSELY MARIA CARDOSO BENTO,108500,GUAIANASES,G,CEU CEI JOSELY MARIA ARDOSO BENTO,7909663000172,,,,
400517,"CEU CEI EVANIR APARECIDA HILARIO, PROFA",108500,GUAIANASES,G,"CEU CEI EVANIR APARECIDA HILÁRIO, PROFª",8604095000164,,,,
400518,CEU CEI MENINOS,108600,IPIRANGA,IP,CEI CEU MENINOS,7583418000118,,,,
400519,CEU CEI NAVEGANTES,108300,CAPELA DO SOCORRO,CS,CEU CEI NAVEGANTES,7125083000194,,,,
400520,CEU CEI PARQUE SAO CARLOS,109300,SAO MIGUEL,MP,CEU CEI PARQUE SÃO CARLOS,7716980000172,,,,
400521,CEU CEI PARQUE VEREDAS,109300,SAO MIGUEL,MP,CEU CEI PARQUE VEREDAS,7850331000160,,,,
400522,CEU CEI PERA MARMELO,109000,PIRITUBA,PJ,CEI CEU PERA MARMELO,7829436000137,,,,
400523,CEU CEI PERUS,109000,PIRITUBA,PJ,CEI CEU PERUS,9207813000121,,,,
400524,CEU CEI SAO MATEUS,109200,SAO MATEUS,SM,CEU CEI SAO MATEUS ,7910506000187,,,,
400525,CEU CEI SAO RAFAEL,109200,SAO MATEUS,SM,CEU CEI SAO RAFAEL ,8428903000180,,,,
400526,CEU CEI TRES LAGOS,108300,CAPELA DO SOCORRO,CS,CEI CEU TRÊS LAGOS,7070047000170,,,,
400527,CEU CEI VILA ATLANTICA,109000,PIRITUBA,PJ,CEI CEU VILA ATLANTICA,7706701000190,,,,
400528,"CEU CEI ANA LUCIA DE HOLANDA GAMBOA, PROFA.",109300,SAO MIGUEL,MP,"CEU CEI ANA LUCIA DE HOLANDA GAMBOA, PROFA.",7728014000175,,,,
400529,CEU CEI ROSA DA CHINA,109200,SAO MATEUS,SM,CEU CEI ROSA DA CHINA ,7826069000118,,,,
400534,CEU CEI CASA BLANCA,108200,CAMPO LIMPO,CL,CEI CEU - CASA BLANCA,7570745000135,,,,
400535,CEU CEI PAZ,108400,FREGUESIA/BRASILANDIA,FO,CEI CEU PAZ,8342752000142,,,,
400536,CEU CEI CAMPO LIMPO,108200,CAMPO LIMPO,CL,CEI CEU - CAMPO LIMPO,10308751000123,,,,
400543,CEI DIRET INOCOOP IPIRANGA,108600,IPIRANGA,IP,CEI INOCOOP IPIRANGA,7593099000121,,,,
400549,CEI DIRET VILA SAO JOAO,109000,PIRITUBA,PJ,CEI VILA SÃO JOÃO,7765967000103,,,,
400550,CEI DIRET VILA CURUCA II,109300,SAO MIGUEL,MP,CEI VILA CURUÇA II,7718407000106,,,,
400553,CEI DIRET JARDIM REPUBLICA,108300,CAPELA DO SOCORRO,CS,CEI JARDIM REPÚBLICA,7711612000131,,,,
400554,CEI DIRET PARQUE AMERICA,108300,CAPELA DO SOCORRO,CS,CEI PARQUE AMÉRICA,7701989000100,,,,
400564,CEI DIRET RAQUEL ZUMBANO ALTMAN,109000,PIRITUBA,PJ,CEI RAQUEL ZUMBANO ALTMAN,8421412000107,,,,
400569,"CEI DIRET REYNALDO DE MARIA FREITAS E SILVA, PROF",108400,FREGUESIA/BRASILANDIA,FO,CEI PROFESSOR REYNALDO DE MARIA FREITAS E SILVA,7970436000152,,,,
400596,CEU CEI AGUA AZUL,108500,GUAIANASES,G,CEI CEU AGUA AZUL,10295968000146,,,,
400597,CEU CEI AZUL DA COR DO MAR,108700,ITAQUERA,IQ,CEU CEI AZUL DA COR DO MAR,10338141000172,,,,
400598,"CEU CEI YOLANDA DE SOUZA SANTALUCIA, PROFA.",108200,CAMPO LIMPO,CL,"CEI CEU - YOLANDA DE SOUZA SANTALUCIA, PROFA",10343719000189,,,,
400599,CEU CEI VILA RUBI,108300,CAPELA DO SOCORRO,CS,CEU CEI VILA RUBI,10345880000191,,,,
400600,CEU CEI JACANA,108800,JACANA/TREMEMBE,JT,CEU CEI JAÇANÃ,9423324000107,,,,
400669,CEU CEI GUARAPIRANGA,108200,CAMPO LIMPO,CL,CEI CEU - GUARAPIRANGA,10404760000118,,,,
400670,CEU CEI CANTOS DO AMANHECER,108200,CAMPO LIMPO,CL,CEI CEU - CANTOS DO AMANHECER,10662719000141,,,,
400671,CEU CEI VILA DO SOL,108200,CAMPO LIMPO,CL,CEI CEU - VILA DO SOL,11251331000110,,,,
400672,CEU CEI JARDIM PAULISTANO,108400,FREGUESIA/BRASILANDIA,FO,CEU CEI JARDIM PAULISTANO,11001751000149,,,,
400674,CEU CEI QUINTA DO SOL,108900,PENHA,PE,CEU CEI QUINTA DO SOL,10467345000103,,,,
400675,CEU CEI RUBEM ALVES,109200,SAO MATEUS,SM,CEU CEI RUBEM ALVES,10921485000100,,,,
400676,CEU CEI TRES PONTES,109300,SAO MIGUEL,MP,CEU CEI TRÊS PONTES,10585346000152,,,,
400684,CEU CEI CAMINHO DO MAR,109100,SANTO AMARO,SA,CEU CEI CAMIHO DO MAR- DULCE SALLES CUNHA BRAGA,10940555000177,,,,
400688,CEU CEI CAPAO REDONDO,108200,CAMPO LIMPO,CL,CEI CEU - CAPAO REDONDO,11063053000178,,,,
400689,CEU CEI PARAISOPOLIS,108200,CAMPO LIMPO,CL,CEI CEU - PARAISOPOLIS,11039754000171,,,,
400690,CEU CEI PARQUE BRISTOL,108600,IPIRANGA,IP,CEU CEI PARQUE BRISTOL,10937939000130,,,,
400691,"CEU CEI ADELAIDE TERESA LOPES CIMONARI, PROFA",108700,ITAQUERA,IQ,CEU CEI ADELAIDE TERESA LOPES CIMONARI,11068072000197,,,,
400692,CEU CEI UIRAPURU,108100,BUTANTA,BT,CEI CEU UIRAPURU,10885244000152,,,,
400694,CEU CEI PARQUE ANHANGUERA,109000,PIRITUBA,PJ,CEU CEI PARQUE ANHANGUERA,11206379000107,,,,
400695,CEU CEI JAGUARE,109000,PIRITUBA,PJ,CEU CEI JAGUARÉ,11698652000168,,,,
400696,CEU CEI ALTO ALEGRE,109200,SAO MATEUS,SM,CEI CEU ALTO ALEGRE,11127754000123,,,,
400710,CEU CEI PARELHEIROS,108300,CAPELA DO SOCORRO,CS,CEI CEU PARELHEIROS,11189848000127,,,,
400713,CEI DIRET INDIANOPOLIS,108600,IPIRANGA,IP,CEI INDIANÓPOLIS,11082463000166,,,,
400753,"CEI DIRET GREGORIO WESTRUPP, PE.",108600,IPIRANGA,IP,"CEI - GREGORIO WESTRUPP, PE.",11040416000150,,,,
400762,CEI DIRET MARIA APARECIDA NASCIMENTO,109200,SAO MATEUS,SM,CEI MARIA APARECIDA DO NASCIMENTO,19328906000168,,,,
400875,CEMEI JARDIM IPORANGA,108300,CAPELA DO SOCORRO,CS,#N/A,#N/A,,,,
200248,CEU QUINTA DO SOL,108900,PENHA,PE,QUINTA DO SOL,11303791000145,,,,
200246,CEU JARDIM PAULISTANO,108400,FREGUESIA/BRASILANDIA,FO,CEU JARDIM PAULISTANO/GESTÃO,12125377000156,,,,
200201,"CEU CASA BLANCA - SOLON BORGES DOS REIS, PROF.",108200,CAMPO LIMPO,CL,CASA BLANCA,8287506000135,,,,
200184,CEU ARICANDUVA - PROFESSORA IRENE GALVAO DE SOUZA,108700,ITAQUERA,IQ,ARICANDUVA,8661313000100,,,,
200244,CEU CANTOS DO AMANHECER,108200,CAMPO LIMPO,CL,CANTOS DO AMANHECER,12121675000178,,,,
200249,CEU SAPOPEMBA - DORA MANCINI,109200,SAO MATEUS,SM,SAPOPEMBA - DORA MANCINI,10627921000132,,,,
200247,CEU LAJEADO,108500,GUAIANASES,G,LAJEADO,12032158000122,,,,
